table,column,value
companies,profits_billion,10.5
companies,profits_billion,13.3
companies,profits_billion,13.0
companies,profits_billion,12.4
companies,profits_billion,12.8
companies,profits_billion,17.4
companies,profits_billion,18.8
companies,profits_billion,19.9
companies,profits_billion,20.1
companies,profits_billion,21.2
companies,profits_billion,19.0
companies,profits_billion,15.6
companies,profits_billion,16.4
companies,profits_billion,25.7
companies,profits_billion,30.5
companies,assets_billion,1408.0
companies,assets_billion,268.5
companies,assets_billion,275.9
companies,assets_billion,1570.6
companies,assets_billion,2467.9
companies,assets_billion,302.5
companies,assets_billion,180.7
companies,assets_billion,184.8
companies,assets_billion,313.2
companies,assets_billion,1723.5
companies,assets_billion,317.2
companies,assets_billion,192.8
companies,assets_billion,2117.6
companies,assets_billion,1258.1
companies,assets_billion,751.2
companies,assets_billion,372.2
companies,assets_billion,2680.7
companies,assets_billion,1913.9
companies,assets_billion,251.3
companies,market_value_billion,172.9
companies,market_value_billion,187.3
companies,market_value_billion,168.2
companies,market_value_billion,138
companies,market_value_billion,216.2
companies,market_value_billion,132.8
companies,market_value_billion,212.9
companies,market_value_billion,239.5
companies,market_value_billion,320.8
companies,market_value_billion,407.2
companies,market_value_billion,182.2
companies,market_value_billion,238.8
companies,market_value_billion,186.5
companies,market_value_billion,200.6
companies,market_value_billion,224.8
companies,market_value_billion,211
companies,market_value_billion,88
companies,market_value_billion,94.7
companies,market_value_billion,170.6
office_locations,building_id,1
office_locations,building_id,2
office_locations,building_id,3
office_locations,building_id,4
office_locations,building_id,5
office_locations,building_id,6
office_locations,building_id,7
office_locations,building_id,8
office_locations,building_id,9
office_locations,building_id,10
office_locations,building_id,11
office_locations,company_id,1
office_locations,company_id,2
office_locations,company_id,3
office_locations,company_id,4
office_locations,company_id,5
office_locations,company_id,7
office_locations,company_id,9
office_locations,company_id,10
office_locations,company_id,11
office_locations,company_id,19
office_locations,move_in_year,2019
office_locations,move_in_year,2020
office_locations,move_in_year,2021
office_locations,move_in_year,2022
office_locations,move_in_year,2023
office_locations,move_in_year,2024
office_locations,move_in_year,2025
office_locations,move_in_year,2026
office_locations,move_in_year,2027
office_locations,move_in_year,2028
office_locations,move_in_year,2029
office_locations,move_in_year,2031
addresses,address_id,1
addresses,address_id,2
addresses,address_id,3
addresses,address_id,4
addresses,address_id,5
addresses,address_id,6
addresses,address_id,7
addresses,address_id,8
addresses,address_id,9
addresses,address_id,10
addresses,address_id,11
addresses,address_id,12
addresses,address_id,13
addresses,address_id,14
addresses,address_id,15
addresses,address_details,"465 Emely Bypass
West Mafalda, CO 23309"
addresses,address_details,"73409 Linnea Loop Apt. 778
Haagberg, AK 41204-1496"
addresses,address_details,"11093 Balistreri Forge
Gaylordtown, VT 05705"
addresses,address_details,"513 Lindgren River
North Scottymouth, IN 85224-1392"
addresses,address_details,"068 O'Connell Tunnel
West Colemanburgh, MO 87777"
addresses,address_details,"8220 Concepcion Neck Suite 394
East Beauview, LA 19968-4755"
addresses,address_details,"732 Greenholt Valleys
East Marionfort, VT 89477-0433"
addresses,address_details,"9694 Wava Roads
Ricechester, DC 70816-9058"
addresses,address_details,"38247 Ernser Gateway Suite 442
Bogisichland, VT 71460"
addresses,address_details,"3851 Quigley Flats
O'Reillychester, CA 92522-9526"
addresses,address_details,"682 Kautzer Forest Apt. 509
Jaydenfurt, NE 85011-5059"
addresses,address_details,"78950 Kamryn Centers
Chelsealand, NE 22947-6129"
addresses,address_details,"9113 Wisoky Glen Apt. 601
Lake Immanuel, UT 01388"
addresses,address_details,"669 Carter Trafficway
Port Delbert, OK 66249"
addresses,address_details,"382 Demond Alley
Luellamouth, MT 67912"
locations,location_id,1
locations,location_id,2
locations,location_id,3
locations,location_id,4
locations,location_id,5
locations,location_id,6
locations,location_id,7
locations,location_id,8
locations,location_id,9
locations,location_id,10
locations,location_id,11
locations,location_id,12
locations,location_id,13
locations,location_id,14
locations,location_id,15
locations,other_details,Rowe PLC
locations,other_details,Sanford Inc
locations,other_details,Prohaska LLC
locations,other_details,Hilll Ltd
locations,other_details,Ryan-Wyman
locations,other_details,"White, Kassulke and Barrows"
locations,other_details,Price-Lynch
locations,other_details,Waelchi-Wehner
locations,other_details,"Daugherty, Nader and Balistreri"
locations,other_details,Wintheiser-Sauer
locations,other_details,"Ebert, Green and Bogisich"
locations,other_details,Morar-Denesik
locations,other_details,Fritsch LLC
locations,other_details,Rowe-Stoltenberg
locations,other_details,Kuvalis-Goodwin
products,product_id,1
products,product_id,34
products,product_id,3
products,product_id,5
products,product_id,6
products,product_id,7
products,product_id,10
products,product_id,11
products,product_id,45
products,product_id,18
products,product_id,20
products,product_id,22
products,product_id,24
products,product_id,26
products,product_id,29
products,product_type_code,Books
products,product_type_code,Clothes
products,product_type_code,Food
products,product_type_code,Electronics
products,product_name,Conference Equipments
products,product_name,Men suits
products,product_name,TV Equipments
products,product_name,Business Policy B
products,product_name,Trading Policy
products,product_name,Dinning
products,product_name,Business Policy
products,product_name,Trading Policy B
products,product_name,Special Dinning
products,product_price,3298.84
products,product_price,2339.97
products,product_price,932.25
products,product_price,970.77
products,product_price,4427.49
products,product_price,2894.94
products,product_price,3215.66
products,product_price,3541.17
products,product_price,3574.56
products,product_price,4343.83
products,product_price,1336.26
products,product_price,3289.47
products,product_price,502.15
products,product_price,3228.49
products,product_price,4895.86
parties,party_id,3
parties,party_id,4
parties,party_id,5
parties,party_id,6
parties,party_id,7
parties,party_id,8
parties,party_id,9
parties,party_details,EUDemocrats
parties,party_details,European Christian Political Movement
parties,party_details,Alliance of Liberals and Democrats for Europe
parties,party_details,Movement for a Europe of Nations and Freedom
parties,party_details,European People's Party
parties,party_details,European Alliance for Freedom
parties,party_details,European Free Alliance
assets,asset_id,1
assets,asset_id,2
assets,asset_id,3
assets,other_details,Dinning Tables
assets,other_details,Transportation Cars
assets,other_details,Meeting Rooms
channels,channel_id,1
channels,channel_id,2
channels,channel_id,3
channels,channel_id,4
channels,channel_id,5
channels,channel_id,6
channels,channel_id,7
channels,channel_id,8
channels,channel_id,9
channels,channel_id,10
channels,channel_id,11
channels,channel_id,12
channels,channel_id,13
channels,channel_id,14
channels,channel_id,15
channels,other_details,348
channels,other_details,993
channels,other_details,644
channels,other_details,631
channels,other_details,285
channels,other_details,177
channels,other_details,292
channels,other_details,145
channels,other_details,058
channels,other_details,668
channels,other_details,163
channels,other_details,681
channels,other_details,249
channels,other_details,943
channels,other_details,933
finances,finance_id,1
finances,finance_id,2
finances,finance_id,3
finances,finance_id,4
finances,finance_id,5
finances,finance_id,6
finances,finance_id,7
finances,finance_id,8
finances,finance_id,9
finances,finance_id,10
finances,finance_id,11
finances,finance_id,12
finances,finance_id,13
finances,finance_id,14
finances,finance_id,15
finances,other_details,Bad
finances,other_details,Good
finances,other_details,Mutual
events,event_id,1
events,event_id,2
events,event_id,3
events,event_id,4
events,event_id,5
events,event_id,6
events,event_id,7
events,event_id,8
events,event_id,9
events,event_id,10
events,event_id,11
events,event_id,12
events,event_id,13
events,event_id,14
events,event_id,15
events,address_id,2
events,address_id,3
events,address_id,9
events,address_id,10
events,address_id,12
events,address_id,13
events,address_id,14
events,address_id,15
events,channel_id,1
events,channel_id,2
events,channel_id,3
events,channel_id,4
events,channel_id,6
events,channel_id,9
events,channel_id,10
events,channel_id,11
events,channel_id,12
events,channel_id,13
events,channel_id,15
events,event_type_code,Ceremonies
events,event_type_code,Seminar
events,event_type_code,Trade Show
events,event_type_code,Conference
events,event_type_code,Press Conferenc
events,finance_id,1
events,finance_id,2
events,finance_id,3
events,finance_id,5
events,finance_id,7
events,finance_id,8
events,finance_id,10
events,finance_id,12
events,finance_id,13
events,finance_id,14
events,finance_id,15
events,location_id,5
events,location_id,6
events,location_id,7
events,location_id,8
events,location_id,9
events,location_id,10
events,location_id,11
events,location_id,12
events,location_id,13
events,location_id,15
products_in_events,product_in_event_id,32
products_in_events,product_in_event_id,33
products_in_events,product_in_event_id,64
products_in_events,product_in_event_id,99
products_in_events,product_in_event_id,69
products_in_events,product_in_event_id,74
products_in_events,product_in_event_id,43
products_in_events,product_in_event_id,13
products_in_events,product_in_event_id,46
products_in_events,product_in_event_id,79
products_in_events,product_in_event_id,50
products_in_events,product_in_event_id,23
products_in_events,product_in_event_id,90
products_in_events,product_in_event_id,61
products_in_events,product_in_event_id,63
products_in_events,event_id,1
products_in_events,event_id,4
products_in_events,event_id,5
products_in_events,event_id,6
products_in_events,event_id,7
products_in_events,event_id,8
products_in_events,event_id,10
products_in_events,event_id,14
products_in_events,event_id,15
products_in_events,product_id,34
products_in_events,product_id,3
products_in_events,product_id,6
products_in_events,product_id,10
products_in_events,product_id,11
products_in_events,product_id,45
products_in_events,product_id,18
products_in_events,product_id,20
products_in_events,product_id,26
products_in_events,product_id,29
parties_in_events,party_id,3
parties_in_events,party_id,4
parties_in_events,party_id,5
parties_in_events,party_id,6
parties_in_events,party_id,9
parties_in_events,event_id,1
parties_in_events,event_id,3
parties_in_events,event_id,4
parties_in_events,event_id,6
parties_in_events,event_id,7
parties_in_events,event_id,8
parties_in_events,event_id,9
parties_in_events,event_id,10
parties_in_events,event_id,12
parties_in_events,event_id,13
parties_in_events,event_id,15
parties_in_events,role_code,Participant
parties_in_events,role_code,Organizer
agreements,document_id,1
agreements,document_id,2
agreements,document_id,3
agreements,document_id,4
agreements,document_id,5
agreements,document_id,6
agreements,document_id,7
agreements,document_id,8
agreements,document_id,9
agreements,document_id,10
agreements,document_id,11
agreements,document_id,12
agreements,document_id,13
agreements,document_id,14
agreements,document_id,15
agreements,event_id,5
agreements,event_id,6
agreements,event_id,8
agreements,event_id,9
agreements,event_id,10
agreements,event_id,11
agreements,event_id,12
agreements,event_id,13
agreements,event_id,15
assets_in_events,asset_id,1
assets_in_events,asset_id,2
assets_in_events,asset_id,3
assets_in_events,event_id,2
assets_in_events,event_id,4
assets_in_events,event_id,5
assets_in_events,event_id,8
assets_in_events,event_id,9
assets_in_events,event_id,10
assets_in_events,event_id,12
assets_in_events,event_id,14
conductor,conductor_id,1
conductor,conductor_id,2
conductor,conductor_id,3
conductor,conductor_id,4
conductor,conductor_id,5
conductor,conductor_id,6
conductor,conductor_id,7
conductor,conductor_id,8
conductor,conductor_id,9
conductor,conductor_id,10
conductor,conductor_id,11
conductor,conductor_id,12
conductor,name,Igor Stravinsky
conductor,name,Robert Craft
conductor,name,Antal Doráti
conductor,name,Charles Dutoit
conductor,name,Colin Davis
conductor,name,Valeri Gergiev
conductor,name,Michael Tilson Thomas
conductor,name,Gerard Schwarz
conductor,name,Pierre Boulez
conductor,name,Paul Jorgensen
conductor,name,Seiji Ozawa
conductor,name,Antal Brown
conductor,age,40
conductor,age,41
conductor,age,42
conductor,age,43
conductor,age,47
conductor,age,49
conductor,age,50
conductor,age,63
conductor,nationality,USA
conductor,nationality,France
conductor,nationality,UK
conductor,year_of_work,6
conductor,year_of_work,10
conductor,year_of_work,11
conductor,year_of_work,12
conductor,year_of_work,16
conductor,year_of_work,20
conductor,year_of_work,21
orchestra,orchestra_id,1
orchestra,orchestra_id,2
orchestra,orchestra_id,3
orchestra,orchestra_id,4
orchestra,orchestra_id,5
orchestra,orchestra_id,6
orchestra,orchestra_id,7
orchestra,orchestra_id,8
orchestra,orchestra_id,9
orchestra,orchestra_id,10
orchestra,orchestra_id,11
orchestra,orchestra_id,12
orchestra,orchestra,Kirov Orchestra
orchestra,orchestra,Royal Concertgebouw Orchestra
orchestra,orchestra,Seattle Symphony Orchestra
orchestra,orchestra,Orchestre de Paris
orchestra,orchestra,Royal Danish Orchestra
orchestra,orchestra,Chicago Symphony Orchestra
orchestra,orchestra,London Symphony Orchestra
orchestra,orchestra,Columbia Symphony Orchestra
orchestra,orchestra,Montreal Symphony Orchestra
orchestra,orchestra,Detroit Symphony Orchestra
orchestra,orchestra,Philharmonia Orchestra
orchestra,orchestra,San Francisco Symphony Orchestra
orchestra,conductor_id,1
orchestra,conductor_id,2
orchestra,conductor_id,3
orchestra,conductor_id,4
orchestra,conductor_id,5
orchestra,conductor_id,6
orchestra,conductor_id,7
orchestra,conductor_id,8
orchestra,conductor_id,9
orchestra,conductor_id,10
orchestra,conductor_id,11
orchestra,conductor_id,12
orchestra,record_company,EMI
orchestra,record_company,RCA
orchestra,record_company,Kultur
orchestra,record_company,Philips Classics Records
orchestra,record_company,Decca Records
orchestra,record_company,Mercury Records
orchestra,record_company,Deutsche Grammophon
orchestra,record_company,Koch Records / Naxos Records
orchestra,record_company,Philips
orchestra,record_company,Delos Records
orchestra,record_company,Columbia Masterworks
orchestra,year_of_founded,2002.0
orchestra,year_of_founded,2003.0
orchestra,year_of_founded,2004.0
orchestra,year_of_founded,2006.0
orchestra,year_of_founded,2007.0
orchestra,year_of_founded,2008.0
orchestra,year_of_founded,2009.0
orchestra,major_record_format,CD / LP
orchestra,major_record_format,CD
orchestra,major_record_format,DVD
performance,performance_id,1
performance,performance_id,2
performance,performance_id,3
performance,performance_id,4
performance,performance_id,5
performance,performance_id,6
performance,performance_id,7
performance,performance_id,8
performance,performance_id,9
performance,performance_id,10
performance,performance_id,11
performance,orchestra_id,1
performance,orchestra_id,2
performance,orchestra_id,3
performance,orchestra_id,4
performance,orchestra_id,5
performance,orchestra_id,6
performance,orchestra_id,7
performance,orchestra_id,8
performance,orchestra_id,9
performance,orchestra_id,10
performance,orchestra_id,11
performance,type,Semi-final 3
performance,type,Series average
performance,type,Semi-final 2
performance,type,Semi-final 1
performance,type,Live final
performance,type,Live final results
performance,type,Auditions 2
performance,type,Auditions 3
performance,type,Auditions 1
performance,type,Auditions 4
performance,type,Auditions 5
performance,date,14 June
performance,date,9 June
performance,date,16 June
